,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine_CC,Power_bhp,Seats,Price_Lakh,Manufacturer
307,14,58000,Petrol,Manual,Second,0.0,1086.0,113.25304969366827,5.0,1.5,Hyundai
308,9,60020,Diesel,Manual,First,17.8,1248.0,113.25304969366827,5.0,2.5,Maruti
309,6,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti
310,3,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0,Mercedes-Benz
311,3,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0,Land
312,9,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65,Volkswagen
313,8,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,Maruti
314,8,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13,Honda
315,20,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5,Tata
316,8,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,Tata
317,8,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65,Maruti
318,5,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6,Mahindra
319,12,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25,Tata
320,2,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25,Maruti
321,9,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45,Honda
322,8,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7,Maruti
323,11,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8,Ford
324,12,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8,Honda
325,6,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95,Audi
326,9,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0,BMW
327,3,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67,Audi
328,12,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,1.4,Maruti
329,8,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,Hyundai
330,11,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95,Hyundai
331,4,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86,Honda
332,5,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15,Maruti
333,9,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3,Hyundai
334,9,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55,Volkswagen
335,11,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti
336,16,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5,Toyota
337,14,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4,Maruti
338,8,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4,Tata
339,8,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25,Maruti
340,7,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5,Skoda
341,12,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8,Toyota
342,4,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66,Hyundai
343,4,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15,Maruti
344,10,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
345,6,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5,Tata
346,7,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45,Honda
347,4,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55,Hyundai
348,5,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99,BMW
349,8,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,Hyundai
350,7,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9,Tata
351,15,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05,Skoda
352,3,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75,Maruti
353,6,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75,Ford
354,9,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,Chevrolet
355,3,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0,Jaguar
356,13,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91,Honda
357,1,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3,Skoda
358,11,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7,Hyundai
359,7,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,Maruti
360,4,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2,Maruti
361,9,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75,Nissan
362,5,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25,Maruti
363,8,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25,Ford
364,17,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65,Maruti
365,3,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0,Mini
366,6,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25,Toyota
367,2,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,Maruti
368,9,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9,Maruti
369,11,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,BMW
370,5,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25,Nissan
371,5,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77,Hyundai
372,3,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49,Maruti
373,12,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95,Audi
374,5,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0,Mercedes-Benz
375,13,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0,Maruti
376,5,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1,Renault
377,3,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5,Toyota
378,6,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0,Mercedes-Benz
379,10,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2,Maruti
380,3,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,Honda
381,5,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,Hyundai
382,6,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5,Mercedes-Benz
383,6,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77,Mercedes-Benz
384,3,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,Mercedes-Benz
385,4,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75,Honda
386,13,50958,Petrol,Manual,First,17.0,1086.0,113.25304969366827,5.0,1.95,Hyundai
387,9,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,Honda
388,10,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5,Hyundai
389,3,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5,Jaguar
390,5,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,Honda
391,5,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0,Mini
392,3,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81,Mercedes-Benz
393,6,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,Hyundai
394,6,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,Maruti
395,9,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91,Maruti
396,9,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0,BMW
397,6,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5,Tata
398,6,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5,Audi
399,8,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0,Land
400,10,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0,Mercedes-Benz
401,2,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0,Mitsubishi
402,10,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92,Maruti
403,7,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,Maruti
404,3,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83,Land
405,9,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95,Hyundai
406,7,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5,BMW
407,7,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95,Jaguar
408,10,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,Skoda
409,3,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71,Audi
410,6,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67,Land
411,7,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,Mercedes-Benz
412,3,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05,Mahindra
413,5,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5,BMW
414,3,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5,Honda
415,10,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25,Volvo
416,15,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8,Hyundai
417,3,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9,Hyundai
418,2,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99,Mercedes-Benz
419,5,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25,Hyundai
420,2,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,Hyundai
421,7,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35,Honda
422,10,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25,Volkswagen
423,4,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5,Audi
424,10,42021,Diesel,Manual,First,0.0,1968.0,113.25304969366827,5.0,5.45,Volkswagen
425,3,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03,Hyundai
426,9,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5,Mercedes-Benz
427,6,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5,Mini
428,14,108000,Petrol,Manual,Second,17.0,1086.0,113.25304969366827,5.0,1.2,Hyundai
429,7,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75,Toyota
430,6,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2,Honda
431,2,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89,Maruti
432,8,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58,Skoda
433,2,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06,Hyundai
434,1,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37,Renault
435,9,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82,BMW
436,4,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74,Maruti
437,5,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0,Volvo
438,13,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45,Maruti
439,12,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0,Honda
440,3,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.7,Maruti
441,6,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75,Chevrolet
442,4,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7,Mahindra
443,8,50243,Petrol,Manual,First,0.0,1086.0,113.25304969366827,5.0,3.35,Hyundai
444,6,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,Hyundai
445,3,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77,Hyundai
446,3,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1,Volkswagen
447,12,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65,Honda
448,6,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5,Tata
449,7,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53,Mahindra
450,3,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98,Hyundai
451,6,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0,Audi
452,9,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25,Maruti
453,10,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85,Mitsubishi
454,5,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5,Toyota
455,4,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5,Maruti
456,2,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92,Maruti
457,4,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37,Audi
458,4,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5,BMW
459,4,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.91,Audi
460,4,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2,Hyundai
461,8,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99,Renault
462,4,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25,Hyundai
463,6,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5,Ford
464,7,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4,Volkswagen
465,3,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6,Hyundai
466,7,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95,Tata
467,9,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26,Honda
468,12,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22,Hyundai
469,8,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5,Toyota
470,3,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26,Maruti
471,7,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45,Toyota
472,11,80524,Petrol,Manual,Second,15.3,1596.0,113.25304969366827,5.0,2.5,Ford
473,2,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.43,Mercedes-Benz
474,6,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,23.0,Mercedes-Benz
475,8,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5,Skoda
476,5,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5,Hyundai
477,2,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8,Ford
478,7,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75,Skoda
479,5,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0,Renault
480,5,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,33.5,Land
481,9,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25,Ford
482,12,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4.24,Ford
483,3,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,28.42,Toyota
484,8,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75,Volkswagen
485,9,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0,Maruti
486,7,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55,Nissan
487,7,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8,Hyundai
488,9,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5,BMW
489,3,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,56.0,Mercedes-Benz
490,16,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99,Honda
491,4,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15.5,Hyundai
492,10,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32,Hyundai
493,4,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58,Mercedes-Benz
494,6,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5,Maruti
495,14,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2,Skoda
496,5,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0,Honda
497,16,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.6,Maruti
498,7,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15,Maruti
499,6,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.25,Honda
500,9,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6,Maruti
501,12,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,3.43,Toyota
502,8,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.55,Chevrolet
503,3,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,32.0,Toyota
504,6,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25,Ford
505,10,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.6,Maruti
506,10,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,18.5,Mercedes-Benz
507,5,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,4.25,Honda
508,3,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.8,Hyundai
509,5,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.0,Mahindra
510,8,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2.25,Skoda
511,11,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,Hyundai
512,1,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.56,Hyundai
513,3,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,12.25,Mahindra
514,7,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.76,Skoda
515,5,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.58,Renault
516,9,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,27.5,BMW
517,7,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95,Toyota
518,8,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3,Maruti
519,4,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8.0,Hyundai
520,6,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.79,Maruti
521,3,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,45.64,Land
522,6,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.55,Chevrolet
523,6,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0,Tata
524,3,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,37.56,Audi
525,11,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,9.29,Mercedes-Benz
526,1,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.37,Maruti
527,7,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,2.98,Fiat
528,3,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.75,Maruti
529,10,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.0,Toyota
530,6,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.8,Maruti
531,10,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49,BMW
532,6,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.6,Maruti
533,10,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,2.85,Honda
534,7,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.36,Hyundai
535,15,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0,Tata
536,10,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,10.75,Mercedes-Benz
537,9,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.85,Maruti
538,8,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.0,Ford
539,5,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.6,Honda
540,8,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.25,Toyota
541,4,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.75,Honda
542,6,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.75,Hyundai
543,7,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,4.85,Chevrolet
544,1,13190,Petrol,Automatic,First,0.0,1950.0,181.43,5.0,38.99,Mercedes-Benz
545,11,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,2.85,Maruti
546,8,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.51,Toyota
547,8,59900,Diesel,Automatic,Second,18.48,1995.0,177.0,5.0,18.5,BMW
548,5,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.75,Renault
549,3,31645,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,29.4,BMW
550,11,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3.29,Honda
551,4,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.5,Maruti
552,10,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.2,Maruti
553,8,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,Mahindra
554,13,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.9,Honda
555,7,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,6.75,Maruti
556,7,179000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.8,Toyota
557,7,12100,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,29.5,Audi
558,3,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,10.5,Skoda
559,5,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.2,Volkswagen
560,11,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,5.0,Skoda
561,13,35000,Diesel,Manual,First,19.2,1461.0,65.0,5.0,2.3,Mahindra
562,4,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,17.0,Toyota
563,6,47000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,25.5,BMW
564,5,63642,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.65,Honda
565,5,62550,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.6,Honda
566,5,37340,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,29.98,Jaguar
567,4,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.39,Maruti
568,2,29000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.0,Jeep
569,10,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,5.0,Toyota
570,9,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.35,Honda
571,7,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.45,Maruti
572,1,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,8.31,Hyundai
573,8,105000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,6.0,Mahindra
574,6,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25,Maruti
575,14,83072,Petrol,Manual,First,17.0,1086.0,113.25304969366827,5.0,1.4,Hyundai
576,8,202082,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,12.3,Audi
577,16,129000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,1.5,Ford
578,2,33558,Diesel,Manual,First,20.14,1498.0,88.0,5.0,8.12,Volkswagen
579,8,60271,Diesel,Manual,First,13.6,2523.0,63.0,7.0,6.12,Mahindra
580,3,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,10.88,Honda
581,6,9500,Petrol,Manual,First,18.2,1199.0,82.5,5.0,3.5,Chevrolet
582,4,42362,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.15,Hyundai
583,4,21000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,33.0,BMW
584,8,15200,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.5,BMW
585,5,43690,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.11,Toyota
586,6,79926,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,29.77,Audi
587,7,53073,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.95,Maruti
588,5,59000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5.75,Hyundai
589,14,47088,Petrol,Automatic,Second,10.13,3498.0,364.9,5.0,19.0,Mercedes-Benz
590,6,55000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,4.75,Renault
591,7,80430,Diesel,Manual,Second,17.21,1493.0,100.0,7.0,3.3,Mahindra
592,7,71932,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5,Toyota
593,6,19000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,44.0,BMW
594,9,81759,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.39,Maruti
595,2,52010,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.2,Maruti
596,4,58953,Petrol,Automatic,First,13.53,1984.0,177.01,5.0,24.22,Audi
597,12,93000,Diesel,Manual,Third,10.5,2835.0,107.2,6.0,5.45,Mitsubishi
598,4,10000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,44.0,Jaguar
599,1,40674,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,24.82,Toyota
600,5,50000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,11.69,Skoda
601,2,1331,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,20.0,Toyota
602,10,60000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.45,Maruti
603,2,10003,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,48.5,Mercedes-Benz
604,4,25000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.45,Volkswagen
605,5,73000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.5,Mahindra
606,6,59962,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.9,Nissan
607,8,72000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.8,Hyundai
608,4,20967,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,44.56,BMW
609,5,35000,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,8.5,Mahindra
610,3,38056,Diesel,Manual,First,23.9,1582.0,126.2,5.0,10.7,Hyundai
611,11,94000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,12.0,Audi
612,10,64236,Petrol,Manual,First,14.7,1150.0,76.0,5.0,2.44,Chevrolet
613,20,124000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,1.95,Mahindra
614,6,7400,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.35,Hyundai
615,3,52000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.5,Toyota
616,5,68764,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.9,Hyundai
